id_solicitud,estado,municipio,cve_mun,anio,mes,edad,estatus_laboral,tipo_contrato,antiguedad_laboral_anios,ingreso_mensual_mxn,saldo_cuenta_mxn,Score_Final,Estatus_Aprobacion,lat,lon
63,Nuevo León,Cadereyta Jiménez,009,2025,Octubre,19,Empleado,Sin contrato,0.0,1550.0,1897.0,1.9,Rechazado,25.47843766025641,-99.96717816724941
64,Nuevo León,Cadereyta Jiménez,009,2025,Diciembre,18,Empleado,Sin contrato,0.0,3000.0,4402.0,4.4,Rechazado,25.47843766025641,-99.96717816724941
65,Nuevo León,Cadereyta Jiménez,009,2025,Octubre,19,Empleado,Sin contrato,0.0,3000.0,2899.0,2.9,Rechazado,25.47843766025641,-99.96717816724941
66,Nuevo León,General Zuazua,025,2025,Diciembre,27,Empleado,Sin contrato,0.0,11500.0,35914.0,35.91,Rechazado,25.89077779239766,-100.13730503898636
67,Nuevo León,Ciénega de Flores,012,2025,Diciembre,19,Empleado,Sin contrato,0.0,667.0,900.0,0.9,Rechazado,25.96289115079365,-100.17802153174603
68,Nuevo León,General Zuazua,025,2025,Noviembre,22,Empleado,Sin contrato,0.0,7153.0,15626.0,15.63,Rechazado,25.89077779239766,-100.13730503898636
69,Nuevo León,General Zuazua,025,2025,Noviembre,20,Empleado,Sin contrato,0.0,1000.0,2876.0,2.88,Rechazado,25.89077779239766,-100.13730503898636
70,Nuevo León,Anáhuac,005,2025,Octubre,23,Empleado,Sin contrato,0.0,14000.0,39921.0,39.92,Rechazado,27.289438437830686,-100.1443252037037
71,Nuevo León,Sabinas Hidalgo,044,2025,Diciembre,21,Empleado,Sin contrato,0.0,4600.0,8350.0,8.35,Rechazado,26.487203570370372,-100.11743341481481
72,Nuevo León,Anáhuac,005,2025,Diciembre,22,Empleado,Sin contrato,0.0,1000.0,1929.0,1.93,Rechazado,27.289438437830686,-100.1443252037037
73,Nuevo León,Anáhuac,005,2025,Noviembre,19,Empleado,Sin contrato,0.0,60000.0,209046.0,209.05,Aprobado,27.289438437830686,-100.1443252037037
74,Nuevo León,Anáhuac,005,2025,Octubre,18,Empleado,Sin contrato,0.0,7000.0,17667.0,17.67,Rechazado,27.289438437830686,-100.1443252037037
75,Nuevo León,Anáhuac,005,2025,Octubre,25,Empleado,Sin contrato,0.0,3000.0,8832.0,8.83,Rechazado,27.289438437830686,-100.1443252037037
76,Nuevo León,General Zuazua,025,2025,Noviembre,23,Empleado,Sin contrato,0.0,4000.0,12831.0,12.83,Rechazado,25.89077779239766,-100.13730503898636
77,Nuevo León,Salinas Victoria,045,2025,Diciembre,26,Empleado,Sin contrato,0.0,500.0,1431.0,1.43,Rechazado,26.075659133141762,-100.28113906768837
78,Nuevo León,General Zuazua,025,2025,Diciembre,23,Empleado,Sin contrato,0.0,10500.0,11083.0,11.08,Rechazado,25.89077779239766,-100.13730503898636
79,Nuevo León,Bustamante,008,2025,Octubre,20,Empleado,Sin contrato,0.0,10000.0,21865.0,21.86,Rechazado,26.561276589147287,-100.49989370155038
80,Nuevo León,Bustamante,008,2025,Diciembre,26,Empleado,Sin contrato,0.0,500.0,403.0,0.4,Rechazado,26.561276589147287,-100.49989370155038
81,Nuevo León,Marín,034,2025,Noviembre,24,Empleado,Sin contrato,0.0,1117.0,2746.0,2.75,Rechazado,25.859648082437275,-100.02385195340501
82,Nuevo León,San Pedro Garza García,019,2025,Diciembre,23,Empleado,Sin contrato,0.0,8000.0,26928.0,26.93,Rechazado,25.634911428571428,-100.38775825396826
83,Nuevo León,Guadalupe,026,2025,Octubre,27,Empleado,Sin contrato,0.0,800.0,1631.0,1.63,Rechazado,25.68932401234568,-100.16110456790123
84,Nuevo León,Guadalupe,026,2025,Noviembre,22,Empleado,Sin contrato,0.0,37933.0,68238.0,68.24,Rechazado,25.68932401234568,-100.16110456790123
85,Nuevo León,Guadalupe,026,2025,Diciembre,23,Empleado,Sin contrato,0.0,3800.0,2309.0,2.31,Rechazado,25.68932401234568,-100.16110456790123
86,Nuevo León,Guadalupe,026,2025,Octubre,26,Empleado,Sin contrato,0.0,11250.0,38017.0,38.02,Rechazado,25.68932401234568,-100.16110456790123
87,Nuevo León,Guadalupe,026,2025,Diciembre,25,Empleado,Sin contrato,0.0,3000.0,2427.0,2.43,Rechazado,25.68932401234568,-100.16110456790123
88,Nuevo León,Monterrey,039,2025,Diciembre,19,Empleado,Sin contrato,0.0,133.0,83.0,0.08,Rechazado,25.55914746031746,-100.26696880952382
89,Nuevo León,Apodaca,006,2025,Octubre,19,Empleado,Sin contrato,0.0,4200.0,5200.0,5.2,Rechazado,25.78899183060109,-100.18325821038252
90,Nuevo León,Apodaca,006,2025,Octubre,25,Empleado,Sin contrato,0.0,15000.0,10449.0,10.45,Rechazado,25.78899183060109,-100.18325821038252
91,Nuevo León,Apodaca,006,2025,Diciembre,22,Empleado,Sin contrato,0.0,2000.0,3731.0,3.73,Rechazado,25.78899183060109,-100.18325821038252
92,Nuevo León,San Pedro Garza García,019,2025,Octubre,19,Empleado,Sin contrato,0.0,167.0,342.0,0.34,Rechazado,25.634911428571428,-100.38775825396826
93,Nuevo León,Monterrey,039,2025,Octubre,22,Empleado,Sin contrato,0.0,8100.0,11645.0,11.64,Rechazado,25.55914746031746,-100.26696880952382
94,Nuevo León,Monterrey,039,2025,Noviembre,19,Empleado,Sin contrato,0.0,12000.0,7835.0,7.84,Rechazado,25.55914746031746,-100.26696880952382
95,Nuevo León,Santa Catarina,048,2025,Diciembre,26,Empleado,Sin contrato,0.0,1550.0,1294.0,1.29,Rechazado,25.598188524305556,-100.48739686921296
96,Nuevo León,Santa Catarina,048,2025,Octubre,26,Empleado,Sin contrato,0.0,1200.0,1984.0,1.98,Rechazado,25.598188524305556,-100.48739686921296
97,Nuevo León,Monterrey,039,2025,Octubre,24,Empleado,Sin contrato,0.0,2000.0,1363.0,1.36,Rechazado,25.55914746031746,-100.26696880952382
98,Nuevo León,San Nicolás de los Garza,046,2025,Diciembre,23,Empleado,Sin contrato,0.0,7483.0,19415.0,19.42,Rechazado,25.755252777777777,-100.2895861111111
99,Nuevo León,Santa Catarina,048,2025,Noviembre,21,Empleado,Sin contrato,0.0,150000.0,168159.0,168.16,Aprobado,25.598188524305556,-100.48739686921296
100,Nuevo León,Santa Catarina,048,2025,Diciembre,21,Empleado,Sin contrato,0.0,7000.0,9844.0,9.84,Rechazado,25.598188524305556,-100.48739686921296
101,Nuevo León,San Pedro Garza García,019,2025,Noviembre,23,Empleado,Sin contrato,0.0,10000.0,16824.0,16.82,Rechazado,25.634911428571428,-100.38775825396826
102,Nuevo León,General Escobedo,021,2025,Diciembre,25,Empleado,Sin contrato,0.0,8000.0,13999.0,14.0,Rechazado,25.827195,-100.37023350529101
103,Nuevo León,General Escobedo,021,2025,Noviembre,26,Empleado,Sin contrato,0.0,4000.0,2020.0,2.02,Rechazado,25.827195,-100.37023350529101
104,Nuevo León,Guadalupe,026,2025,Octubre,25,Empleado,Sin contrato,0.0,1000.0,836.0,0.84,Rechazado,25.68932401234568,-100.16110456790123
105,Nuevo León,Guadalupe,026,2025,Diciembre,21,Empleado,Sin contrato,0.0,6400.0,19765.0,19.76,Rechazado,25.68932401234568,-100.16110456790123
106,Nuevo León,Monterrey,039,2025,Noviembre,22,Empleado,Sin contrato,0.0,37798.0,19039.0,19.04,Rechazado,25.55914746031746,-100.26696880952382
107,Nuevo León,General Escobedo,021,2025,Octubre,26,Empleado,Sin contrato,0.0,1000.0,2025.0,2.02,Rechazado,25.827195,-100.37023350529101
108,Nuevo León,San Nicolás de los Garza,046,2025,Octubre,25,Empleado,Sin contrato,0.0,24000.0,47244.0,47.24,Rechazado,25.755252777777777,-100.2895861111111
109,Nuevo León,Monterrey,039,2025,Diciembre,25,Empleado,Sin contrato,0.0,5000.0,7496.0,7.5,Rechazado,25.55914746031746,-100.26696880952382
110,Nuevo León,Monterrey,039,2025,Octubre,25,Empleado,Sin contrato,0.0,3833.0,6876.0,6.88,Rechazado,25.55914746031746,-100.26696880952382
111,Nuevo León,Monterrey,039,2025,Octubre,26,Empleado,Sin contrato,0.0,1000.0,2842.0,2.84,Rechazado,25.55914746031746,-100.26696880952382
112,Nuevo León,Monterrey,039,2025,Octubre,25,Empleado,Sin contrato,0.0,8000.0,24189.0,24.19,Rechazado,25.55914746031746,-100.26696880952382
113,Nuevo León,Juárez,031,2025,Noviembre,27,Empleado,Sin contrato,0.0,18000.0,23059.0,23.06,Rechazado,25.60212283769063,-100.1228211083878
114,Nuevo León,Juárez,031,2025,Noviembre,19,Empleado,Sin contrato,0.0,25000.0,36687.0,36.69,Rechazado,25.60212283769063,-100.1228211083878
115,Nuevo León,Monterrey,039,2025,Noviembre,27,Empleado,Sin contrato,0.0,8000.0,9820.0,9.82,Rechazado,25.55914746031746,-100.26696880952382
116,Nuevo León,San Nicolás de los Garza,046,2025,Octubre,24,Empleado,Sin contrato,0.0,5500.0,10668.0,10.67,Rechazado,25.755252777777777,-100.2895861111111
117,Nuevo León,San Nicolás de los Garza,046,2025,Octubre,21,Empleado,Sin contrato,0.0,75000.0,191233.0,191.23,Aprobado,25.755252777777777,-100.2895861111111
118,Nuevo León,Apodaca,006,2025,Noviembre,25,Empleado,Sin contrato,0.0,6000.0,7109.0,7.11,Rechazado,25.78899183060109,-100.18325821038252
119,Nuevo León,Apodaca,006,2025,Noviembre,23,Empleado,Sin contrato,0.0,500.0,746.0,0.75,Rechazado,25.78899183060109,-100.18325821038252
120,Nuevo León,Apodaca,006,2025,Noviembre,21,Empleado,Sin contrato,0.0,4000.0,13165.0,13.16,Rechazado,25.78899183060109,-100.18325821038252
121,Nuevo León,Apodaca,006,2025,Octubre,27,Empleado,Sin contrato,0.0,6000.0,3874.0,3.87,Rechazado,25.78899183060109,-100.18325821038252
122,Nuevo León,Apodaca,006,2025,Octubre,23,Empleado,Sin contrato,0.0,10000.0,18823.0,18.82,Rechazado,25.78899183060109,-100.18325821038252
123,Nuevo León,General Escobedo,021,2025,Octubre,22,Empleado,Sin contrato,0.0,10000.0,26347.0,26.35,Rechazado,25.827195,-100.37023350529101
124,Nuevo León,General Escobedo,021,2025,Noviembre,26,Empleado,Sin contrato,0.0,25.0,24.0,0.02,Rechazado,25.827195,-100.37023350529101
125,Nuevo León,Monterrey,039,2025,Noviembre,23,Empleado,Sin contrato,0.0,10833.0,6956.0,6.96,Rechazado,25.55914746031746,-100.26696880952382
126,Nuevo León,Monterrey,039,2025,Diciembre,27,Empleado,Sin contrato,0.0,3333.0,3048.0,3.05,Rechazado,25.55914746031746,-100.26696880952382
127,Nuevo León,General Escobedo,021,2025,Noviembre,18,Empleado,Sin contrato,0.0,6300.0,20516.0,20.52,Rechazado,25.827195,-100.37023350529101
128,Nuevo León,Juárez,031,2025,Noviembre,24,Empleado,Sin contrato,0.0,10933.0,5770.0,5.77,Rechazado,25.60212283769063,-100.1228211083878
129,Nuevo León,Juárez,031,2025,Noviembre,26,Empleado,Sin contrato,0.0,450.0,479.0,0.48,Rechazado,25.60212283769063,-100.1228211083878
130,Nuevo León,Apodaca,006,2025,Octubre,20,Empleado,Sin contrato,0.0,400.0,238.0,0.24,Rechazado,25.78899183060109,-100.18325821038252
131,Nuevo León,Monterrey,039,2025,Noviembre,22,Empleado,Sin contrato,0.0,1200.0,998.0,1.0,Rechazado,25.55914746031746,-100.26696880952382
132,Nuevo León,General Escobedo,021,2025,Noviembre,26,Empleado,Sin contrato,0.0,1000.0,2360.0,2.36,Rechazado,25.827195,-100.37023350529101
133,Nuevo León,Guadalupe,026,2025,Noviembre,23,Empleado,Sin contrato,0.0,67.0,82.0,0.08,Rechazado,25.68932401234568,-100.16110456790123
134,Nuevo León,Pesquería,041,2025,Octubre,22,Empleado,Sin contrato,0.0,2400.0,5298.0,5.3,Rechazado,25.75300753734827,-100.01929248132586
135,Nuevo León,Pesquería,041,2025,Diciembre,25,Empleado,Sin contrato,0.0,16000.0,36329.0,36.33,Rechazado,25.75300753734827,-100.01929248132586
136,Nuevo León,Apodaca,006,2025,Diciembre,27,Empleado,Sin contrato,0.0,2000.0,6097.0,6.1,Rechazado,25.78899183060109,-100.18325821038252
137,Nuevo León,General Escobedo,021,2025,Octubre,19,Empleado,Sin contrato,0.0,10000.0,5142.0,5.14,Rechazado,25.827195,-100.37023350529101
138,Nuevo León,Monterrey,039,2025,Noviembre,20,Empleado,Sin contrato,0.0,5000.0,15301.0,15.3,Rechazado,25.55914746031746,-100.26696880952382
139,Nuevo León,Apodaca,006,2025,Diciembre,25,Empleado,Sin contrato,0.0,1500.0,3536.0,3.54,Rechazado,25.78899183060109,-100.18325821038252
140,Nuevo León,Apodaca,006,2025,Octubre,19,Empleado,Sin contrato,0.0,1000.0,988.0,0.99,Rechazado,25.78899183060109,-100.18325821038252
141,Nuevo León,García,018,2025,Diciembre,19,Empleado,Sin contrato,0.0,10000.0,28188.0,28.19,Rechazado,25.8149235154321,-100.62665417901233
142,Nuevo León,Allende,004,2025,Noviembre,27,Empleado,Sin contrato,0.0,14700.0,45077.0,45.08,Rechazado,25.304741803418803,-100.0046524017094
143,Nuevo León,Allende,004,2025,Diciembre,24,Empleado,Sin contrato,0.0,2833.0,3577.0,3.58,Rechazado,25.304741803418803,-100.0046524017094
144,Nuevo León,Allende,004,2025,Diciembre,26,Empleado,Sin contrato,0.0,2700.0,8792.0,8.79,Rechazado,25.304741803418803,-100.0046524017094
145,Nuevo León,Hidalgo,047,2025,Octubre,24,Empleado,Sin contrato,0.0,6000.0,11180.0,11.18,Rechazado,25.98203736111111,-100.4565300462963
146,Nuevo León,Anáhuac,005,2025,Noviembre,27,Empleado,Sin contrato,0.0,833.0,1924.0,1.92,Rechazado,27.289438437830686,-100.1443252037037
147,Nuevo León,Hidalgo,047,2025,Noviembre,25,Empleado,Sin contrato,0.0,15000.0,51809.0,51.81,Rechazado,25.98203736111111,-100.4565300462963
148,Nuevo León,Hidalgo,047,2025,Octubre,25,Empleado,Sin contrato,0.0,6667.0,10565.0,10.56,Rechazado,25.98203736111111,-100.4565300462963
149,Nuevo León,Sabinas Hidalgo,044,2025,Octubre,19,Empleado,Sin contrato,0.0,333.0,979.0,0.98,Rechazado,26.487203570370372,-100.11743341481481
150,Nuevo León,General Zuazua,025,2025,Diciembre,23,Empleado,Sin contrato,0.0,7000.0,10186.0,10.19,Rechazado,25.89077779239766,-100.13730503898636
151,Nuevo León,General Zuazua,025,2025,Octubre,19,Empleado,Sin contrato,0.0,25000.0,72441.0,72.44,Aprobado,25.89077779239766,-100.13730503898636
152,Nuevo León,Marín,034,2025,Noviembre,25,Empleado,Sin contrato,0.0,960.0,2210.0,2.21,Rechazado,25.859648082437275,-100.02385195340501
153,Nuevo León,García,018,2025,Diciembre,24,Empleado,Sin contrato,0.0,7000.0,8043.0,8.04,Rechazado,25.8149235154321,-100.62665417901233
154,Nuevo León,García,018,2025,Octubre,22,Empleado,Sin contrato,0.0,40000.0,69683.0,69.68,Rechazado,25.8149235154321,-100.62665417901233
155,Nuevo León,Galeana,017,2025,Noviembre,25,Empleado,Sin contrato,0.0,12250.0,17798.0,17.8,Rechazado,24.826310219067647,-100.3212828785489
156,Nuevo León,Cadereyta Jiménez,009,2025,Diciembre,23,Empleado,Sin contrato,0.0,8000.0,5875.0,5.88,Rechazado,25.47843766025641,-99.96717816724941
157,Nuevo León,Cadereyta Jiménez,009,2025,Noviembre,27,Empleado,Sin contrato,0.0,583.0,344.0,0.34,Rechazado,25.47843766025641,-99.96717816724941
158,Nuevo León,Cadereyta Jiménez,009,2025,Octubre,27,Empleado,Sin contrato,0.0,30000.0,46183.0,46.18,Rechazado,25.47843766025641,-99.96717816724941
159,Nuevo León,Cadereyta Jiménez,009,2025,Octubre,22,Empleado,Sin contrato,0.0,600.0,334.0,0.33,Rechazado,25.47843766025641,-99.96717816724941
160,Nuevo León,Juárez,031,2025,Diciembre,24,Empleado,Sin contrato,0.0,13.0,13.0,0.01,Rechazado,25.60212283769063,-100.1228211083878
161,Nuevo León,Monterrey,039,2025,Octubre,25,Empleado,Sin contrato,0.0,2000.0,5351.0,5.35,Rechazado,25.55914746031746,-100.26696880952382
162,Nuevo León,Monterrey,039,2025,Noviembre,22,Empleado,Sin contrato,0.0,7500.0,19682.0,19.68,Rechazado,25.55914746031746,-100.26696880952382
163,Nuevo León,El Carmen,010,2025,Octubre,25,Empleado,Sin contrato,0.0,14000.0,38020.0,38.02,Rechazado,25.897698611111114,-100.35209398888888
164,Nuevo León,Guadalupe,026,2025,Noviembre,23,Empleado,Sin contrato,0.0,3500.0,5080.0,5.08,Rechazado,25.68932401234568,-100.16110456790123
165,Nuevo León,Apodaca,006,2025,Diciembre,21,Empleado,Sin contrato,0.0,7000.0,22190.0,22.19,Rechazado,25.78899183060109,-100.18325821038252
166,Nuevo León,Guadalupe,026,2025,Noviembre,27,Empleado,Sin contrato,0.0,12000.0,27378.0,27.38,Rechazado,25.68932401234568,-100.16110456790123
167,Nuevo León,Guadalupe,026,2025,Diciembre,25,Empleado,Sin contrato,0.0,10400.0,9132.0,9.13,Rechazado,25.68932401234568,-100.16110456790123
168,Nuevo León,Monterrey,039,2025,Octubre,19,Empleado,Sin contrato,0.0,3500.0,3259.0,3.26,Rechazado,25.55914746031746,-100.26696880952382
169,Nuevo León,Monterrey,039,2025,Noviembre,25,Empleado,Sin contrato,0.0,833.0,2149.0,2.15,Rechazado,25.55914746031746,-100.26696880952382
170,Nuevo León,Monterrey,039,2025,Diciembre,27,Empleado,Sin contrato,0.0,1000.0,1019.0,1.02,Rechazado,25.55914746031746,-100.26696880952382
